1878	0	799	10.9525
2329	800	1488	10.933236574746
1578	1489	2361	10.1374570446735
1810	2362	3101	9.32027027027027
1847	3102	3666	8.98938053097345
1165	3667	4262	8.40771812080537
1853	4263	4826	8.2145390070922
1870	4827	5772	7.97780126849894
2585	5773	6480	7.83333333333333
1855	6481	7207	7.72902338376891
1852	7208	7721	7.55836575875486
1384	7722	8286	7.54867256637168
1979	8287	9053	7.49152542372881
1337	9054	9707	7.47859327217125
1554	9708	10486	7.47368421052632
1112	10487	11236	7.356
1803	11237	11774	7.25836431226766
2009	11775	12601	7.04353083434099
2671	12602	13373	7.01424870466321
6762	13374	14196	6.91494532199271
1998	14197	14829	6.72353870458136
1851	14830	15397	6.72183098591549
2548	15398	16056	6.71016691957511
1864	16057	16938	6.64625850340136
1839	16939	17680	6.59029649595687
3510	17681	19282	6.58489388264669
1822	19283	20052	6.57662337662338
2586	20053	20797	6.57315436241611
2008	20798	21340	6.56906077348066
1331	21341	22643	6.52724481964697
1118	22644	23653	6.44554455445545
1977	23654	24312	6.42488619119879
1974	24313	25201	6.39820022497188
1981	25202	26135	6.34475374732334
1548	26136	26651	6.30813953488372
2596	26652	27944	6.29466357308585
1502	27945	28942	6.26052104208417
2559	28943	29733	6.20606826801517
1559	29734	30385	6.13496932515337
2326	30386	31611	5.98776508972268
1402	31612	32502	5.98092031425365
2655	32503	33100	5.93979933110368
1994	33101	33844	5.89784946236559
1403	33845	34616	5.85621761658031
3407	34617	35459	5.79715302491103
2429	35460	36915	5.76923076923077
1809	36916	37773	5.6958041958042
2391	37774	38689	5.69323144104804
1277	38690	39469	5.67820512820513
1843	39470	40498	5.64139941690962
1265	40499	41052	5.58303249097473
1827	41053	41773	5.55478502080444
1248	41774	43322	5.51904454486766
1635	43323	43915	5.50758853288364
1222	43916	45274	5.43487858719647
1541	45275	45848	5.43205574912892
1396	45849	46666	5.41931540342298
1314	46667	47407	5.41160593792173
2618	47408	48510	5.35811423390752
2483	48511	49970	5.30342465753425
1233	49971	51099	5.28875110717449
2415	51100	53051	5.28842213114754
1848	53052	53949	5.271714922049
2402	53950	55282	5.27006751687922
1309	55283	56330	5.22614503816794
507	56331	57092	5.21391076115486
2334	57093	58591	5.2101400933956
2591	58592	59990	5.18298784846319
1234	59991	61239	5.18014411529223
1545	61240	62039	5.16625
1991	62040	63052	5.15794669299112
2395	63053	64700	5.15533980582524
2654	64701	66302	5.12921348314607
2290	66303	67151	5.12131919905771
1301	67152	68047	5.10491071428571
2576	68048	69315	5.05362776025237
1226	69316	70374	5.04532577903683
2653	70375	71672	5.02773497688752
2551	71673	73703	5.02314130969966
1182	73704	74508	5.01366459627329
1594	74509	76313	5.00775623268698
2554	76314	77271	4.99686847599165
1763	77272	78134	4.98725376593279
1141	78135	78675	4.97227356746765
1421	78676	79574	4.96662958843159
2436	79575	81381	4.956281128943
1806	81382	83289	4.92767295597484
1605	83290	84201	4.92434210526316
1413	84202	84882	4.91629955947137
2528	84883	85932	4.88761904761905
1418	85933	86534	4.87541528239203
2658	86535	87695	4.86046511627907
2580	87696	88773	4.82745825602968
1426	88774	89837	4.80169172932331
1869	89838	90685	4.78066037735849
1307	90686	91647	4.76299376299376
1980	91648	92683	4.75868725868726
1569	92684	93372	4.74455732946299
2535	93373	95077	4.73782991202346
2583	95078	95924	4.69421487603306
1536	95925	97007	4.6915974145891
1241	97008	97997	4.67777777777778
1107	97998	98980	4.66327568667345
1639	98981	99888	4.63986784140969
1313	99889	100695	4.62453531598513
1443	100696	101799	4.62228260869565
1607	101800	102386	4.61499148211244
1621	102387	103043	4.61187214611872
1535	103044	104008	4.61139896373057
5839	104009	104723	4.6013986013986
1283	104724	105965	4.5805152979066
5452	105966	106970	4.5681592039801
1151	106971	107600	4.55873015873016
1109	107601	108971	4.55361050328228
1575	108972	109603	4.54272151898734
1627	109604	111446	4.54205100379816
1282	111447	112179	4.54160982264666
1398	112180	113313	4.5379188712522
1172	113314	115335	4.52126607319486
1406	115336	116004	4.51718983557549
2349	116005	116959	4.50994764397906
1308	116960	117767	4.50742574257426
1997	117768	118996	4.50528885272579
5561	118997	119774	4.48586118251928
1858	119775	121456	4.46908442330559
1584	121457	122359	4.46733111849391
1200	122360	124165	4.46234772978959
1295	124166	125299	4.45943562610229
1266	125300	126273	4.42505133470226
1494	126274	127896	4.41651263093038
2599	127897	129138	4.40982286634461
5808	129139	130003	4.38843930635838
1091	130004	130957	4.38155136268344
1260	130958	132259	4.38018433179723
1983	132260	134811	4.37970219435737
2263	134812	136428	4.37353123067409
2413	136429	137535	4.36585365853659
1438	137536	138838	4.3607060629317
1298	138839	139472	4.35646687697161
1600	139473	140519	4.35243553008596
1442	140520	141674	4.34199134199134
1445	141675	142623	4.33087460484721
1117	142624	144104	4.31397704253883
1475	144105	145336	4.30844155844156
1092	145337	146263	4.28802588996764
1245	146264	148366	4.26771279125059
2642	148367	149459	4.25983531564501
1815	149460	150151	4.25867052023121
1217	150152	150661	4.25294117647059
2344	150662	151859	4.24958263772955
1388	151860	152525	4.24174174174174
1821	152526	153075	4.23818181818182
1341	153076	154169	4.21206581352834
2291	154170	155483	4.20471841704718
2309	155484	157457	4.20263424518744
1467	157458	158126	4.20179372197309
2631	158127	159265	4.19490781387182
2324	159266	160794	4.18574231523872
1267	160795	161857	4.18532455315146
2435	161858	163238	4.1708906589428
1146	163239	164172	4.16167023554604
1613	164173	165978	4.1578073089701
2482	165979	167160	4.14890016920474
5809	167161	167771	4.13584288052373
1344	167772	169076	4.13486590038314
5761	169077	169718	4.13395638629283
1230	169719	171393	4.11701492537313
1287	171394	172584	4.10747271200672
2506	172585	173708	4.10498220640569
2561	173709	174888	4.10254237288136
1081	174889	175577	4.10159651669086
1407	175578	176249	4.10119047619048
1573	176250	177522	4.10054988216811
1273	177523	179272	4.1
1577	179273	180181	4.0968096809681
2398	180182	181463	4.09048361934477
2346	181464	184014	4.07683261466092
2497	184015	185577	4.06653870761356
2512	185578	186982	4.06334519572954
2560	186983	188317	4.06292134831461
2411	188318	189854	4.04684450227716
5600	189855	192345	4.0377358490566
1272	192346	193737	4.02873563218391
1581	193738	194523	4.02798982188295
1802	194524	196892	4.02026171380329
1160	196893	197478	3.99146757679181
1126	197479	199107	3.9914057704113
2565	199108	201030	3.97555902236089
1411	201031	202086	3.97159090909091
4182	202087	202860	3.97157622739018
1114	202861	204346	3.97106325706595
2572	204347	207192	3.96486296556571
8062	207193	207699	3.96449704142012
1547	207700	208523	3.95995145631068
1990	208524	210041	3.95915678524374
2606	210042	212157	3.9569943289225
1285	212158	213316	3.94564279551337
1543	213317	214385	3.94387277829747
2534	214386	216402	3.94100148735746
1618	216403	218294	3.93710359408034
2594	218295	219385	3.93675527039413
5548	219386	223018	3.9309110927608
1255	223019	224260	3.92270531400966
1829	224261	225346	3.92081031307551
1319	225347	227060	3.91831971995333
2563	227061	228782	3.89605110336818
1619	228783	229901	3.89008042895442
1156	229902	231163	3.88351822503962
1816	231164	232187	3.8818359375
2339	232188	233743	3.87982005141388
1343	233744	234856	3.8796046720575
1583	234857	235844	3.87955465587045
1299	235845	237133	3.85647788983708
2541	237134	238983	3.85513513513514
1391	238984	239699	3.84776536312849
1534	239700	240501	3.84413965087282
2516	240502	241998	3.82698730794923
1604	241999	242813	3.82331288343558
2584	242814	244351	3.82119635890767
2298	244352	246697	3.81969309462916
1557	246698	247451	3.8183023872679
2496	247452	248922	3.81645139360979
1987	248923	250814	3.81606765327696
1389	250815	252243	3.80825752274318
1993	252244	254318	3.80048192771084
2321	254319	256013	3.79941002949852
5468	256014	257433	3.79507042253521
1959	257434	258654	3.79443079443079
2475	258655	260738	3.78119001919386
1327	260739	261757	3.77625122669284
1281	261758	263264	3.7750497677505
2418	263265	264773	3.77203445990722
2656	264774	266579	3.76965669988926
1755	266580	267683	3.76721014492754
1582	267684	268878	3.76066945606695
2453	268879	270165	3.75524475524476
2312	270166	271954	3.73672442705422
1408	271955	272886	3.72639484978541
1419	272887	273735	3.72555948174323
2564	273736	274703	3.71487603305785
5465	274704	276050	3.71417965850037
2592	276051	277444	3.71377331420373
1616	277445	278062	3.71359223300971
1393	278063	279230	3.70291095890411
1801	279231	280138	3.70154185022026
1120	280139	281908	3.70056497175141
1183	281909	282761	3.69988276670574
1420	282762	284150	3.69906407487401
1840	284151	285638	3.6989247311828
1417	285639	286813	3.69191489361702
2422	286814	288063	3.6904
1649	288064	289497	3.69037656903766
5018	289498	290144	3.68624420401855
1261	290145	291547	3.68496079828938
2225	291548	293591	3.67514677103718
1167	293592	294634	3.67401725790988
2644	294635	295583	3.66912539515279
2607	295584	297618	3.66437346437346
1989	297619	299484	3.63933547695606
1347	299485	301374	3.63915343915344
1189	301375	301936	3.63523131672598
2481	301937	303278	3.63263785394933
2454	303279	305531	3.62361296049711
2297	305532	308411	3.62291666666667
5454	308412	309476	3.61784037558685
2457	309477	312022	3.60840534171249
5563	312023	312646	3.60737179487179
1425	312647	313414	3.60546875
2340	313415	315425	3.59820984584784
1551	315426	316822	3.58911954187545
2609	316823	318212	3.58776978417266
1166	318213	318878	3.58558558558559
1553	318879	319921	3.58197507190796
1300	319922	321324	3.57662152530292
2385	321325	322870	3.57309184993532
5608	322871	324317	3.5673807878369
1441	324318	325782	3.56587030716724
3394	325783	326333	3.55535390199637
2569	326334	328674	3.55104656129859
1477	328675	330270	3.54636591478697
2341	330271	332567	3.54549412276883
1390	332568	333462	3.54078212290503
1320	333463	334381	3.53754080522307
1351	334382	335359	3.53476482617587
2331	335360	337290	3.52874158467115
2639	337291	339348	3.52623906705539
5769	339349	340412	3.51785714285714
5680	340413	342350	3.5015479876161
2397	342351	344293	3.48481729284611
1405	344294	345367	3.4804469273743
5547	345368	346697	3.47894736842105
1138	346698	348090	3.47882268485284
1610	348091	349128	3.47398843930636
2648	349129	350705	3.46861128725428
524	350706	351825	3.46517857142857
1597	351826	353481	3.45954106280193
1316	353482	354693	3.4513201320132
5810	354694	355599	3.44812362030905
2322	355600	357316	3.44496214327315
1076	357317	358352	3.43822393822394
1416	358353	359524	3.4377133105802
2543	359525	360849	3.43320754716981
1098	360850	362021	3.42320819112628
1394	362022	362711	3.42173913043478
2810	362712	365332	3.41968714231209
