0	11011101000011
1	111111011000000
2	10111010110010
3	00011110000110
4	00010011111010
5	11001111000100
6	0010101111001
7	00110000001000
8	11110011010010
9	00010111110100
10	0001000011001
11	0000100110001
12	11010010111100
13	01001010000110
14	0010101110101
15	10001000001111
16	11101010111011
17	111011110010110
18	0100011101001
19	10000110101100
20	00110110110110
21	00100101110111
22	011011101000011
23	110100100111111
24	00001001101101
25	110010100101011
26	11101010111110
27	11011110010101
28	10010100010001
29	0001011100111
30	11010001101111
31	101110110100100
32	11011111010000
33	01000111010100
34	10100000010110
35	100111010111100
36	01001111001110
37	00001110100000
38	00110000001001
39	1010111000011
40	0001010010101
41	111111011111001
42	0010101111000
43	0001101000010
44	1001000010110
45	11001101101100
46	10101100011010
47	11011011101011
48	01000111100110
49	00110101110111
50	11010110101101
51	01111011010111
52	10111000101110
53	11001010001000
54	10010110010010
55	01011100110000
56	111000110001111
57	110001111100010
58	110111000111111
59	110101011011000
60	0001111000001
61	111000001110101
62	00110001110011
63	0110101111010
64	0000111101110
65	110100010011011
66	10000011111010
67	11110000110000
68	101001000001000
69	11010101101111
70	11001000110000
71	00111110011001
72	00101111001111
73	100110001011110
74	11100001110001
75	01111000100111
76	111111011111010
77	1101011000010101
78	11100100010111
79	1111011100100
80	111100110110010
81	110011000000101
82	111111010011001
83	10000110001101
84	10011111010110
85	00000011010010
86	110100111110110
87	111001110110010
88	100001010011101
89	01000011100100
90	1111010101100
91	01111100010011
92	100100000101
93	011001010011101
94	1000001010101
95	111111101110100
96	01110101010100
97	1000001111011
98	111011101100001
99	111001000000000
100	1011011100110
101	0111000110110
102	11010000010010
103	1111110000111
104	010110101010
105	1001011101011
106	101101011011
107	11110101001100
108	1100010010100
109	101111000111001
110	100101010111
111	1000100110011
112	1000101001011
113	0000010001101
114	10001011111010
115	100110101010011
116	1101101011010
117	11000101011101
118	011100101001
119	01111100100011
120	0001010001010
121	0000110011111
122	1101110101001
123	000110011101
124	100101111100
125	000111000001
126	00001000011110
127	11101100100010
128	10000110000100
129	11001111000101
130	0111101100100
131	00001100111000
132	111010001000111
133	00001000111010
134	101101111000
135	101110100010
136	10101000010000
137	00110000100110
138	10101101011101
139	01111111010010
140	0111011100110
141	111010001100101
142	11111100100101
143	1100000110011
144	110011100101001
145	11100010001111
146	00000101110000
147	1011001001101
148	10010101011010
149	01101111011001
150	01000000010010
151	111100001101001
152	1000101101110
153	0100100011100
154	101111010101001
155	101010110000011
156	100101111011000
157	010111110010011
158	01011101110001
159	101111011111001
160	110100000001100
161	00100000111111
162	01000010111000
163	111110110011111
164	110000100001011
165	111000110100000
166	110011101101011
167	00110000001010
168	110011000010010
169	01100011010110
170	00111000010101
171	101001010101000
172	100000010011110
173	1101000010100100
174	000010111011101
175	010000111001110
176	100101101100010
177	001100001011011
178	110001110110010
179	0000001100110
180	1110011010100010
181	11110110011110
182	01000110100000
183	00110111001010
184	111110000000111
185	000101111101110
186	110111011001101
187	00101101010001
188	00111111100110
189	11000111000101
190	00000101110001
191	101011100011
192	1110110111001010
193	111000010010
194	10000010001101
195	000000000011001
196	10001100110011
197	1101010001111110
198	1101111000101
199	10100001100010
200	0111011001000
201	0100001000011
202	0100110010010
203	01100101111101
204	11001010000100
205	1110011101101
206	10100101110111
207	01111011101110
208	011110010011110
209	10000001000101
210	11011101000100
211	110110100011100
212	0100111001110
213	0101111000110
214	110010100010110
215	0111111100110100
216	110000011111100
217	11011100100000
218	000110101111100
219	111110100101001
220	1111111100111111
221	0001110101000
222	10011010101000
223	11000011011100
224	101111100000011
225	100001111011101
226	0010111110100
227	01100001001011
228	01101010010111
229	0000011100001
230	11100111001011
231	11010111111010
232	1100111011010100
233	111100011111011
234	0000100010110
235	00111000110100
236	00111110011110
237	01110111101110
238	00110101101100
239	01011110100001
240	10010011101101
241	00010111001101
242	100000010011111
243	11110001100001
244	111100101000010
245	00101010110101
246	1000101001100
247	111100101111000
248	101011011111011
249	110100010011010
250	00101101011000
251	110011001111010
252	00001010110101
253	00011101100111
254	111010001100110
255	111110001001101
256	0001101011100
257	0000111011100
258	100110110111011
259	1100011000111
260	11001010010010
261	1110010111010
262	1101111010000101
263	10000111011000
264	0010011010000
265	10111011010110
266	01001001011110
267	01001001011111
268	11111001001011
269	00001011000110
270	01000100001111
271	11011100010100
272	00110000111100
273	11000110110000
274	11101110001110
275	011011110111
276	11100110000011
277	100100000100010
278	0110010000000
279	00000111101011
280	10000101010101
281	00111110011111
282	0011100110011
283	00001111101110
284	00001100111101
285	10011111111000
286	11010100110011
287	010001001010111
288	011000100001001
289	01100101000111
290	11101110011100
291	111110010010100
292	1011101101010
293	011101010101111
294	000111111010
295	0111011101100
296	01101010101110
297	00000010010001
298	0001110101001
299	01101111111110
300	10001011111011
301	101110001111111
302	10011000101010
303	11011011000001
304	01001100001101
305	10111101010101
306	1110100101111
307	111010101100001
308	011000000001
309	001110111111
310	11011001101011
311	11100011000001
312	1111100010100
313	01100000000011
314	1100111111000
315	10100000100110
316	00010100011100
317	001110010110000
318	1010111110110
319	111011001001001
320	1000111011110
321	1110100111010
322	001010110110
323	0000101010111
324	1011111111101
325	00110110110111
326	0011100000101
327	11101101000001
328	0111100100010
329	11100011010110
330	111111011001100
331	10011111111111
332	11011010001000
333	111100011100101
334	10011101001000
335	1000111011111
336	11011101100111
337	0100110100000
338	11000011011101
339	10011010111010
340	0010001001011
341	0101111000111
342	0000001000100
343	1100100110100
344	1110110011010
345	0100101001101
346	1000010110101
347	010111100101
348	111110011101
349	01001110101111
350	0011101000000
351	001010110101
352	1000010110000
353	1101011111100
354	10111111110100
355	0001100010011
356	0001010100100
357	11101100100101
358	00011001001001
359	0010110100101
360	10101100011011
361	11100000110001
362	010001110110
363	01111001110101
364	10010111100010
365	0011111111100
366	10010111010100
367	0011100101101
368	11011010011011
369	111001100000100
370	00011001110000
371	11011010100000
372	11011101100100
373	10001010101001
374	111111011000001
375	10010010110010
376	0011000011111
377	0011000100000
378	0011000100001
379	0011000100010
380	0011000100011
381	111100111111010
382	111100111111011
383	1100111110011
384	1100111110100
385	0001010010110
386	0001010010111
387	1101111101110
388	1101111101111
389	1101111110000
390	1110101111100
391	1110101111101
392	1110101111110
393	1110101111111
394	0100111001011
395	010000000000
396	010010100111
397	11011100101111
398	1110000100001
399	1110111111000
400	11010100100110
401	111010000001
402	0000111110110
403	1100001111011
404	1111101011010
405	000100100101
406	000111001100
407	1101011010100
408	1101001010001
409	0010110010000
410	1000011100010
411	000100101101
412	000111010000
413	0001110011110
414	101011001101
415	11001000011001
416	1111101110111
417	1110010111110
418	1111011001110
419	010000010011
420	1010101011001
421	000010011001
422	1101001100010
423	001101001111
424	1110111000100
425	1111001100001
426	000001011001
427	11101000001100
428	100000001111
429	010001000000
430	1110001000101
431	0100100010010
432	100001100111
433	1101010100011
434	111010110101
435	011111111010
436	0110000111101
437	1011010001111
438	111000101101
439	1010011111011
440	1110011110010
441	1100010001001
442	11101000001101
443	111011001010
444	011110100001
445	1010000101110
446	110101101001
447	0010000000001
448	011101011011
449	00100010001
450	100101010101
451	101111111000
452	11001110011101
453	000010100000
454	100001001010
455	1100111110101
456	111010100101
457	100101101010
458	10011000100011
459	00001000011111
460	100001101000
461	1001010111111
462	100110011000
463	1101101011101
464	11011111110111
465	10100000001100
466	00001101000110
467	111100010001010
468	001001010111
469	1010111011100
470	11111111011000
471	00111111000100
472	0111000011110
473	11100110010000
474	1110000011100
475	000010111010
476	011110100111
477	1111101010011
478	100000010100
479	01000011010101
480	001100011111
481	001000111101
482	00010110010001
483	110111000110011
484	1111101011011
485	110001001000
486	000010100110
487	101110111111
488	1100011001010
489	1011111101111
490	1111101000101
491	011111101101
492	1101010011010
493	111100001111
494	011100001100
495	0111001101011
496	01101101101
497	011110010100
498	1111101010101
499	011100110000
500	101000110101
501	101011100100
502	00010010101101
503	0000000000111
504	101110100100
505	011001100111
506	100110110100
507	1111010010010
508	1111011011010
509	000001110011
510	1011011000100
511	110000000000
512	011101111100
513	1100111100100
514	111110000110
515	100011010100
516	1110001000010
517	1010100111010
518	0011000110101
519	011111011010
520	011010111010
521	0110001111001
522	011011101110
523	100111001111
524	1110111011001
525	100110100000
526	01101111100
527	011101100101
528	000010010011
529	001000010000
530	1011110111001
531	1101011101000
532	1111000000000
533	001000010101
534	0010100111011
535	001000100100
536	010110100010
537	1011101000010
538	1011001011010
539	0111111101111
540	1110111011111
541	1100101001011
542	1100100011001
543	0011100000110
544	1110000111110
545	0110111111000
546	100000101011
547	101011100000
548	011111111110
549	000110110111
550	001010010100
551	11010111011111
552	1000100111000
553	11110000001011
554	11101010001111
555	001010110000
556	000001110001
557	001111001100
558	1001001001110
559	010010110100
560	001101100011
561	110001000011
562	101011010101
563	001111111010
564	001010000111
565	001101011101101
566	1100001100001
567	1111011010101
568	101001001011
569	101010000111
570	1011010000000
571	101101101011
572	010011001100
573	010111011001
574	010111110000
575	110000101100
576	101100111010
577	101011101011
578	010011111101
579	11111110101000
580	011001110100
581	0010111001110
582	001100000011
583	1110000000111
584	110011111110
585	1101110100110
586	000111111111
587	100010101011
588	100111000100
589	111101111100
590	1110001101001
591	011000101000
592	1111111110011
593	101100001000
594	1100001010111
595	1011010001001
596	1101001010010
597	100011110111
598	010010001000
599	010100000000
600	010100000001
601	010100000010
602	010100000011
603	10010011000
604	010100000100
605	010100000101
606	10010100101
607	100110110101
608	111001000011
609	10111100000100
610	0110101001010
611	001010100111
612	110000000011
613	111001111010
614	110011010000
615	1010101100110
616	110101101000011
617	00101000111000
618	11001110110110
619	11001100010100
620	100000011110
621	11111111000010
622	00100101000
623	001011100101
624	11110001100100
625	1101101110001
626	11011111110100
627	011110111010
628	00111101000
629	0000110111101
630	1100001100101
631	100001111111
632	11001100111001
633	1111111001001
634	00011000100100
635	100010110010
636	111001011110
637	110110011100
638	11010011010001
639	100100111100
640	110011011110
641	000110000111
642	00101000010
643	0011110011010
644	110111001010
645	01100010110
646	00111111010
647	010100000110
648	00110011101101
649	011010101101
650	000010110111
651	110000011110
652	011110000110
653	111010111001
654	0001101101101
655	011110100010101
656	100001101110111
657	100010001111101
658	110111001000110
659	01111010000001
660	101101000111010
661	10101010010101
662	010111011100001
663	00100110011101
664	0111011010100
665	11111100111010
666	101111000011100
667	10110011100110
668	1000001001100
669	00100101100111
670	00000001011001
671	0011110001011
672	11001010000101
673	10111111110101
674	01001110000001
675	11010011100111
676	1010101001011
677	10111100111110
678	000111010001
679	100110100010011
680	01000011111100
681	00000100011110
682	001111101111
683	1100101010101
684	000001100111
685	01001110000010
686	1010101110000
687	1010101111111
688	011111001111
689	1110110110011
690	1111011101110
691	1101011011010
692	001011111011
693	001111000110
694	010000100100
695	0000101011000
696	110111111001
697	1110111000101
698	1110111000110
699	1011110110101
700	000001011000
701	01100110100111
702	1111001110000
703	1011100100010
704	1001010110000
705	11001001001001
706	000001111011
707	1110010110100
708	0100100100111
709	1110100000100
710	0010100100100
711	000011010011
712	01110110100011
713	100000101110
714	001101101111
715	110001010011
716	000111111100
717	100011101100
718	1101101001010
719	000110000101
720	1110011101001
721	1111111111001
722	001100000111
723	101011000000101
724	11010111010110
725	0100101010111
726	1100011010110
727	010010111001
728	0001010100101
729	010100000111
730	100110001001
731	100111000101
732	010111100111
733	0111001001010
734	1100101111110
735	1111000100110
736	1011100001011
737	001000100110
738	001001101110
739	1101010010001
740	010001111101
741	000000000101
742	011001101000
743	0011001010101
744	110001001101
745	0001101100011
746	000110011110
747	101100110000
748	100110000101
749	011100011111
750	01110111000011
751	110010000101
752	010011011010
753	101000110000
754	11111011000010
755	0111111110000
756	101000001100
757	000001101000
758	110000001100
759	001001110111
760	110000110110
761	0011000101100
762	100100100010
763	1111001100010
764	1101001001000
765	11111000010010
766	111000011000
767	001010101010
768	1000010110001
769	1111100110011
770	100010001000
771	110010100111011111
772	000101010011
773	0001111010011
774	01000001101
775	01101111000
776	1011111010001
777	11001010111010
778	1100110001000
779	11101110101
780	1001100000000
781	11111001010101
782	1101000100111
783	1011000010010
784	1110000110100
785	100110010110
786	1100010111
787	101101110010
788	10101101110111
789	011110010010
790	011001100000
791	1110000011110
792	101000000010
793	00010001000
794	001110110101
795	111111011111011
796	0111100110100
797	1110001000110
798	11000101000110
799	11100010000111
800	01100011000000
801	11100001100100
802	111111011000010
803	1011000001001
804	0100010110011
805	0110100010001
806	111101101001
807	100000110010
808	0011011111001
809	1111111001111
810	01011111101011
811	1101000010000
812	110011000010011
813	0111110001000
814	10111111100110
815	1101110111100
816	1000101100011
817	1011101001011
818	11101011011010
819	010100001000
820	010100001001
821	1111000010110
822	110111010100001
823	11010001011101
824	01111111110100
825	11011100110101
826	011110100010110
827	100101111011001
828	011110010011111
829	010100001010
830	00001010110100
831	11111100001011
832	10110000000101
833	111000010111100
834	11010000110011
835	100011010001101
836	111001100100111
837	00011001001010
838	000001000100
839	111010011111010
840	11110100111110
841	110001010001011
842	01110010011110
843	100111101100010
844	1101101110100
845	0100110100001
846	00001110111110
847	0110100101000
848	1100011110000
849	111011101000111
850	011111111111
851	1010101100001
852	0000001000101
853	1111001000110
854	10110000011001
855	1010011000110
856	1010100000011
857	11000000110100
858	10101111100111
859	10100110100111
860	0011000010010
861	00011110000111
862	000010100111
863	10110101000010
864	100110110111010
865	11010111110000
866	111110011011000
867	101011011010111
868	1111110111110000
869	111001110111
870	010100001011
871	11100100001011
872	01011100110001
873	00100110100101
874	0100010100011
875	1010001000001
876	100110111011
877	1000001111100
878	01111111100101
879	00111000011
880	11100100101000
881	00000100011111
882	1111000011101000
883	1100000101111
884	110010011000111
885	0001000001010
886	100110011010011
887	1010100010001001
888	1111100111100111
889	1101110010111011
890	111100001101110
891	1010110100000110
892	10010111100011
893	101110010110101
894	1011001010010111
895	1101000011000
896	1111010001011110
897	01001001000010
898	10000110101101
899	10001010100001
900	10110001000110
901	01000010000010
902	01110010111100
903	1011111101110101
904	01111011111011
905	010010101000110
906	0111000100101
907	1010010101010100
908	100110000011100
909	1111100011110111
910	01000110111110
911	100101011000101
912	11100001011011
913	0110001001010110
914	00101000111001
915	10100110110110
916	0100111101011
917	010000111001111
918	10010010110011
919	1010000101011010
920	10011001101110
921	00010000111100
922	011101101000010
923	0011001010111
924	101011011010000
925	011101011111101
926	0111010111111000
927	101010000100100
928	01001101001000
929	111110101000110
930	0111111111011110
931	11001001100000
932	01101100110010
933	101010101110100
934	00001101000111
935	00010011010101
936	111111110110110
937	01011111110110
938	111110110000110
939	101000000011111
940	101001111000010
941	1010100101000110
942	1110010000101000
943	1010111100000010
944	00111010110101
945	10100000111100
946	00000100111011
947	110100110100001
948	0000110001111
949	00101001100110
950	011011111100110
951	11110010101010
952	10010101010010
953	111011010001000
954	0011100010101
955	11001100111110
956	11001100111111
957	11001101000100
958	11001101000101
959	11001101000110
960	11001101000111
961	11001101001000
962	11001101001001
963	11001101001010
964	11001101001011
965	11001101001100
966	11001101001101
967	11001101001110
968	11001101001111
969	11001101010000
970	11001101010001
971	11001101010010
972	11001101010011
973	1000010111001
974	1000010111010
975	1000010111011
976	1000010111100
977	1000010111101
978	1000010111110
979	1000010111111
980	1000011000000
981	00110110111000
982	00110110111001
983	00110110111010
984	00110110111011
985	0011010100110
986	0011010100111
987	0011010101000
988	0011010101001
989	0011010101010
990	010011111110011
991	010110100001100
992	010110100001101
993	010110100001110
994	010110100001111
995	010110100100000
996	010110100100001
997	001111010011010
998	001111010011011
999	00010011000000
1000	00010011000001
1001	10001111110101
1002	10010000000100
1003	10010000000101
1004	10010000000110
1005	10010000000111
1006	10010000001000
1007	10010000001001
1008	10010000001010
1009	10010000001011
1010	10010000001100
1011	10010000001101
1012	10010000001110
1013	110110111110100
1014	110110111110101
1015	110110111110110
1016	110110111110111
1017	110110111111000
1018	110110111111001
1019	110110111111010
1020	110110111111011
1021	110110111111100
1022	110110111111101
1023	110110111111110
