COUNTY_ID,COUNTY_ID_NM,TOWN_ID,TOWN_ID_NM,V_ID,V_ID_NM,fld0101,fld0201,fld0301,fld0401
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,村里代碼,村里名稱,戶數,人口數,男性人口數,女性人口數
"10002","宜蘭縣","10002100","三星鄉","10002100-005","人和村",193,542,279,263
"10002","宜蘭縣","10002100","三星鄉","10002100-017","大洲村",630,1765,970,795
"10002","宜蘭縣","10002100","三星鄉","10002100-015","大義村",544,1313,711,602
"10002","宜蘭縣","10002100","三星鄉","10002100-010","大隱村",1640,4376,2325,2051
"10002","宜蘭縣","10002100","三星鄉","10002100-002","天山村",245,651,350,301
"10002","宜蘭縣","10002100","三星鄉","10002100-003","天福村",295,853,478,375
"10002","宜蘭縣","10002100","三星鄉","10002100-008","月眉村",370,1060,578,482
"10002","宜蘭縣","10002100","三星鄉","10002100-011","行健村",338,897,480,417
"10002","宜蘭縣","10002100","三星鄉","10002100-018","尾塹村",519,1582,870,712
"10002","宜蘭縣","10002100","三星鄉","10002100-016","尚武村",352,871,478,393
"10002","宜蘭縣","10002100","三星鄉","10002100-009","拱照村",680,1469,856,613
"10002","宜蘭縣","10002100","三星鄉","10002100-001","員山村",100,238,129,109
"10002","宜蘭縣","10002100","三星鄉","10002100-013","貴林村",217,571,299,272
"10002","宜蘭縣","10002100","三星鄉","10002100-007","集慶村",474,1398,710,688
"10002","宜蘭縣","10002100","三星鄉","10002100-014","萬富村",327,829,462,367
"10002","宜蘭縣","10002100","三星鄉","10002100-012","萬德村",252,674,373,301
"10002","宜蘭縣","10002100","三星鄉","10002100-006","義德村",527,1395,748,647
"10002","宜蘭縣","10002100","三星鄉","10002100-004","雙賢村",258,707,393,314
"10002","宜蘭縣","10002110","大同鄉","10002110-007","太平村",28,81,53,28
"10002","宜蘭縣","10002110","大同鄉","10002110-008","四季村",298,1004,528,476
"10002","宜蘭縣","10002110","大同鄉","10002110-003","松羅村",242,830,457,373
"10002","宜蘭縣","10002110","大同鄉","10002110-009","南山村",249,839,453,386
"10002","宜蘭縣","10002110","大同鄉","10002110-010","茂安村",74,213,123,90
"10002","宜蘭縣","10002110","大同鄉","10002110-005","英士村",150,426,237,189
"10002","宜蘭縣","10002110","大同鄉","10002110-002","崙埤村",222,715,384,331
"10002","宜蘭縣","10002110","大同鄉","10002110-001","寒溪村",341,1092,581,511
"10002","宜蘭縣","10002110","大同鄉","10002110-004","復興村",111,339,189,150
"10002","宜蘭縣","10002110","大同鄉","10002110-006","樂水村",151,466,265,201
"10002","宜蘭縣","10002090","五結鄉","10002090-002","二結村",698,2019,1019,1000
"10002","宜蘭縣","10002090","五結鄉","10002090-001","三興村",785,2223,1173,1050
"10002","宜蘭縣","10002090","五結鄉","10002090-004","上四村",708,1753,896,857
"10002","宜蘭縣","10002090","五結鄉","10002090-009","大吉村",1358,4044,2091,1953
"10002","宜蘭縣","10002090","五結鄉","10002090-005","中興村",578,1504,753,751
"10002","宜蘭縣","10002090","五結鄉","10002090-008","五結村",1424,4003,2119,1884
"10002","宜蘭縣","10002090","五結鄉","10002090-006","四結村",1044,2672,1357,1315
"10002","宜蘭縣","10002090","五結鄉","10002090-014","成興村",1143,3413,1758,1655
"10002","宜蘭縣","10002090","五結鄉","10002090-013","利澤村",827,2449,1258,1191
"10002","宜蘭縣","10002090","五結鄉","10002090-011","孝威村",579,1702,898,804
"10002","宜蘭縣","10002090","五結鄉","10002090-010","協和村",1270,3545,1832,1713
"10002","宜蘭縣","10002090","五結鄉","10002090-015","季新村",1111,3311,1725,1586
"10002","宜蘭縣","10002090","五結鄉","10002090-007","福興村",702,2009,1058,951
"10002","宜蘭縣","10002090","五結鄉","10002090-012","錦眾村",581,1761,936,825
"10002","宜蘭縣","10002090","五結鄉","10002090-003","鎮安村",951,2822,1466,1356
"10002","宜蘭縣","10002080","冬山鄉","10002080-012","八寶村",342,1008,545,463
"10002","宜蘭縣","10002080","冬山鄉","10002080-004","三奇村",340,1124,583,541
"10002","宜蘭縣","10002080","冬山鄉","10002080-013","丸山村",547,1673,879,794
"10002","宜蘭縣","10002080","冬山鄉","10002080-024","大進村",339,948,535,413
"10002","宜蘭縣","10002080","冬山鄉","10002080-005","大興村",351,1085,591,494
"10002","宜蘭縣","10002080","冬山鄉","10002080-014","中山村",204,552,294,258
"10002","宜蘭縣","10002080","冬山鄉","10002080-011","太和村",570,1729,911,818
"10002","宜蘭縣","10002080","冬山鄉","10002080-009","冬山村",404,1008,534,474
"10002","宜蘭縣","10002080","冬山鄉","10002080-016","永美村",1266,3379,1730,1649
"10002","宜蘭縣","10002080","冬山鄉","10002080-010","安平村",279,875,449,426
"10002","宜蘭縣","10002080","冬山鄉","10002080-006","東城村",539,1718,880,838
"10002","宜蘭縣","10002080","冬山鄉","10002080-001","武淵村",517,1333,705,628
"10002","宜蘭縣","10002080","冬山鄉","10002080-008","南興村",1181,3753,1842,1911
"10002","宜蘭縣","10002080","冬山鄉","10002080-023","柯林村",694,1935,1007,928
"10002","宜蘭縣","10002080","冬山鄉","10002080-002","珍珠村",608,1874,956,918
"10002","宜蘭縣","10002080","冬山鄉","10002080-007","香和村",1093,3555,1773,1782
"10002","宜蘭縣","10002080","冬山鄉","10002080-020","得安村",472,1346,717,629
"10002","宜蘭縣","10002080","冬山鄉","10002080-018","清溝村",1516,4489,2209,2280
"10002","宜蘭縣","10002080","冬山鄉","10002080-019","鹿埔村",931,2698,1490,1208
"10002","宜蘭縣","10002080","冬山鄉","10002080-015","順安村",2011,5771,2948,2823
"10002","宜蘭縣","10002080","冬山鄉","10002080-017","群英村",2010,5611,2823,2788
"10002","宜蘭縣","10002080","冬山鄉","10002080-003","補城村",472,1364,704,660
"10002","宜蘭縣","10002080","冬山鄉","10002080-022","廣安村",690,1977,994,983
"10002","宜蘭縣","10002080","冬山鄉","10002080-021","廣興村",1033,2926,1476,1450
"10002","宜蘭縣","10002060","壯圍鄉","10002060-013","大福村",672,2015,1075,940
"10002","宜蘭縣","10002060","壯圍鄉","10002060-010","功勞村",494,1463,770,693
"10002","宜蘭縣","10002060","壯圍鄉","10002060-009","古亭村",604,1761,937,824
"10002","宜蘭縣","10002060","壯圍鄉","10002060-014","古結村",442,1214,629,585
"10002","宜蘭縣","10002060","壯圍鄉","10002060-007","永鎮村",297,948,490,458
"10002","宜蘭縣","10002060","壯圍鄉","10002060-001","吉祥村",967,2780,1404,1376
"10002","宜蘭縣","10002060","壯圍鄉","10002060-008","忠孝村",897,2650,1403,1247
"10002","宜蘭縣","10002060","壯圍鄉","10002060-004","東港村",370,1149,615,534
"10002","宜蘭縣","10002060","壯圍鄉","10002060-011","美城村",828,2410,1321,1089
"10002","宜蘭縣","10002060","壯圍鄉","10002060-002","美福村",709,2035,1102,933
"10002","宜蘭縣","10002060","壯圍鄉","10002060-005","復興村",648,1929,1015,914
"10002","宜蘭縣","10002060","壯圍鄉","10002060-012","新社村",443,1225,669,556
"10002","宜蘭縣","10002060","壯圍鄉","10002060-003","新南村",411,1089,593,496
"10002","宜蘭縣","10002060","壯圍鄉","10002060-006","過嶺村",607,1800,953,847
"10002","宜蘭縣","10002010","宜蘭市","10002010-016","七張里",474,1649,870,779
"10002","宜蘭縣","10002010","宜蘭市","10002010-005","大東里",238,586,291,295
"10002","宜蘭縣","10002010","宜蘭市","10002010-033","大道里",600,1749,842,907
"10002","宜蘭縣","10002010","宜蘭市","10002010-021","小東里",560,1494,744,750
"10002","宜蘭縣","10002010","宜蘭市","10002010-031","中山里",310,743,386,357
"10002","宜蘭縣","10002010","宜蘭市","10002010-020","中正里",284,651,348,303
"10002","宜蘭縣","10002010","宜蘭市","10002010-039","文化里",1452,4036,1944,2092
"10002","宜蘭縣","10002010","宜蘭市","10002010-028","北門里",361,966,505,461
"10002","宜蘭縣","10002010","宜蘭市","10002010-026","北津里",746,2163,1078,1085
"10002","宜蘭縣","10002010","宜蘭市","10002010-003","民生里",223,489,262,227
"10002","宜蘭縣","10002010","宜蘭市","10002010-036","民族里",1119,3068,1491,1577
"10002","宜蘭縣","10002010","宜蘭市","10002010-002","民權里",947,2114,1092,1022
"10002","宜蘭縣","10002010","宜蘭市","10002010-032","西門里",531,1413,719,694
"10002","宜蘭縣","10002010","宜蘭市","10002010-023","孝廉里",420,1113,596,517
"10002","宜蘭縣","10002010","宜蘭市","10002010-007","和睦里",1046,2564,1245,1319
"10002","宜蘭縣","10002010","宜蘭市","10002010-015","延平里",2610,7673,3680,3993
"10002","宜蘭縣","10002010","宜蘭市","10002010-004","昇平里",294,714,365,349
"10002","宜蘭縣","10002010","宜蘭市","10002010-014","東村里",2101,6127,2945,3182
"10002","宜蘭縣","10002010","宜蘭市","10002010-019","東門里",203,481,239,242
"10002","宜蘭縣","10002010","宜蘭市","10002010-034","南門里",223,560,261,299
"10002","宜蘭縣","10002010","宜蘭市","10002010-011","南津里",650,1813,882,931
"10002","宜蘭縣","10002010","宜蘭市","10002010-009","南橋里",254,843,438,405
"10002","宜蘭縣","10002010","宜蘭市","10002010-037","建軍里",1275,3597,1669,1928
"10002","宜蘭縣","10002010","宜蘭市","10002010-010","建業里",628,1854,944,910
"10002","宜蘭縣","10002010","宜蘭市","10002010-038","思源里",3282,9392,4446,4946
"10002","宜蘭縣","10002010","宜蘭市","10002010-035","負郭里",1376,3805,1788,2017
"10002","宜蘭縣","10002010","宜蘭市","10002010-001","神農里",252,619,318,301
"10002","宜蘭縣","10002010","宜蘭市","10002010-025","茭白里",1009,2912,1443,1469
"10002","宜蘭縣","10002010","宜蘭市","10002010-027","梅洲里",1158,3550,1834,1716
"10002","宜蘭縣","10002010","宜蘭市","10002010-012","凱旋里",833,2066,1051,1015
"10002","宜蘭縣","10002010","宜蘭市","10002010-040","復興里",1383,3420,1622,1798
"10002","宜蘭縣","10002010","宜蘭市","10002010-022","菜園里",613,1592,774,818
"10002","宜蘭縣","10002010","宜蘭市","10002010-008","進士里",2462,6403,3068,3335
"10002","宜蘭縣","10002010","宜蘭市","10002010-030","鄂王里",336,825,423,402
"10002","宜蘭縣","10002010","宜蘭市","10002010-017","慈安里",2091,5746,2768,2978
"10002","宜蘭縣","10002010","宜蘭市","10002010-018","新民里",290,643,329,314
"10002","宜蘭縣","10002010","宜蘭市","10002010-024","新生里",966,2870,1463,1407
"10002","宜蘭縣","10002010","宜蘭市","10002010-006","新興里",254,673,326,347
"10002","宜蘭縣","10002010","宜蘭市","10002010-029","慶和里",318,888,451,437
"10002","宜蘭縣","10002010","宜蘭市","10002010-013","黎明里",689,2121,1083,1038
"10002","宜蘭縣","10002120","南澳鄉","10002120-003","東岳村",174,550,271,279
"10002","宜蘭縣","10002120","南澳鄉","10002120-005","武塔村",189,524,286,238
"10002","宜蘭縣","10002120","南澳鄉","10002120-004","金岳村",167,561,282,279
"10002","宜蘭縣","10002120","南澳鄉","10002120-006","金洋村",205,603,327,276
"10002","宜蘭縣","10002120","南澳鄉","10002120-001","南澳村",470,1507,802,705
"10002","宜蘭縣","10002120","南澳鄉","10002120-002","碧候村",369,1215,649,566
"10002","宜蘭縣","10002120","南澳鄉","10002120-007","澳花村",293,952,513,439
"10002","宜蘭縣","10002070","員山鄉","10002070-004","七賢村",504,1597,873,724
"10002","宜蘭縣","10002070","員山鄉","10002070-008","中華村",310,745,434,311
"10002","宜蘭縣","10002070","員山鄉","10002070-007","內城村",622,1682,885,797
"10002","宜蘭縣","10002070","員山鄉","10002070-009","永和村",712,2121,1093,1028
"10002","宜蘭縣","10002070","員山鄉","10002070-012","同樂村",916,2874,1566,1308
"10002","宜蘭縣","10002070","員山鄉","10002070-002","尚德村",880,2480,1336,1144
"10002","宜蘭縣","10002070","員山鄉","10002070-011","枕山村",911,2646,1434,1212
"10002","宜蘭縣","10002070","員山鄉","10002070-001","員山村",2288,6395,3225,3170
"10002","宜蘭縣","10002070","員山鄉","10002070-005","深溝村",763,2046,1095,951
"10002","宜蘭縣","10002070","員山鄉","10002070-003","惠好村",583,1750,925,825
"10002","宜蘭縣","10002070","員山鄉","10002070-015","湖北村",398,1182,629,553
"10002","宜蘭縣","10002070","員山鄉","10002070-016","湖西村",601,1667,951,716
"10002","宜蘭縣","10002070","員山鄉","10002070-013","湖東村",361,1022,538,484
"10002","宜蘭縣","10002070","員山鄉","10002070-014","逸仙村",387,1033,605,428
"10002","宜蘭縣","10002070","員山鄉","10002070-006","蓁巷村",473,1387,751,636
"10002","宜蘭縣","10002070","員山鄉","10002070-010","頭分村",489,1532,807,725
"10002","宜蘭縣","10002040","頭城鎮","10002040-023","二城里",459,1329,704,625
"10002","宜蘭縣","10002040","頭城鎮","10002040-021","下埔里",402,1144,605,539
"10002","宜蘭縣","10002040","頭城鎮","10002040-009","大坑里",466,1572,800,772
"10002","宜蘭縣","10002040","頭城鎮","10002040-002","大里里",276,808,404,404
"10002","宜蘭縣","10002040","頭城鎮","10002040-003","大溪里",359,1075,566,509
"10002","宜蘭縣","10002040","頭城鎮","10002040-022","中崙里",400,1271,665,606
"10002","宜蘭縣","10002040","頭城鎮","10002040-006","外澳里",368,1069,567,502
"10002","宜蘭縣","10002040","頭城鎮","10002040-001","石城里",130,354,190,164
"10002","宜蘭縣","10002040","頭城鎮","10002040-004","合興里",157,420,224,196
"10002","宜蘭縣","10002040","頭城鎮","10002040-014","竹安里",798,2519,1290,1229
"10002","宜蘭縣","10002040","頭城鎮","10002040-005","更新里",527,1577,807,770
"10002","宜蘭縣","10002040","頭城鎮","10002040-016","拔雅里",766,2222,1104,1118
"10002","宜蘭縣","10002040","頭城鎮","10002040-008","武營里",649,1931,960,971
"10002","宜蘭縣","10002040","頭城鎮","10002040-019","金盈里",281,861,477,384
"10002","宜蘭縣","10002040","頭城鎮","10002040-018","金面里",696,2073,1113,960
"10002","宜蘭縣","10002040","頭城鎮","10002040-011","城北里",217,606,313,293
"10002","宜蘭縣","10002040","頭城鎮","10002040-012","城西里",224,703,367,336
"10002","宜蘭縣","10002040","頭城鎮","10002040-010","城東里",329,909,458,451
"10002","宜蘭縣","10002040","頭城鎮","10002040-013","城南里",277,775,396,379
"10002","宜蘭縣","10002040","頭城鎮","10002040-020","頂埔里",546,1603,831,772
"10002","宜蘭縣","10002040","頭城鎮","10002040-007","港口里",266,778,407,371
"10002","宜蘭縣","10002040","頭城鎮","10002040-015","新建里",816,2433,1241,1192
"10002","宜蘭縣","10002040","頭城鎮","10002040-017","福成里",364,1178,645,533
"10002","宜蘭縣","10002040","頭城鎮","10002040-024","龜山里",228,833,398,435
"10002","宜蘭縣","10002050","礁溪鄉","10002050-018","二結村",196,504,280,224
"10002","宜蘭縣","10002050","礁溪鄉","10002050-007","二龍村",509,1407,764,643
"10002","宜蘭縣","10002050","礁溪鄉","10002050-010","三民村",960,2931,1576,1355
"10002","宜蘭縣","10002050","礁溪鄉","10002050-004","大忠村",1265,2951,1457,1494
"10002","宜蘭縣","10002050","礁溪鄉","10002050-005","大義村",283,807,404,403
"10002","宜蘭縣","10002050","礁溪鄉","10002050-006","六結村",617,1731,890,841
"10002","宜蘭縣","10002050","礁溪鄉","10002050-009","玉田村",932,2475,1331,1144
"10002","宜蘭縣","10002050","礁溪鄉","10002050-002","玉石村",850,2209,1166,1043
"10002","宜蘭縣","10002050","礁溪鄉","10002050-013","玉光村",407,1148,617,531
"10002","宜蘭縣","10002050","礁溪鄉","10002050-001","白雲村",644,1901,1021,880
"10002","宜蘭縣","10002050","礁溪鄉","10002050-012","白鵝村",339,955,534,421
"10002","宜蘭縣","10002050","礁溪鄉","10002050-014","光武村",525,1471,788,683
"10002","宜蘭縣","10002050","礁溪鄉","10002050-015","吳沙村",1028,2922,1540,1382
"10002","宜蘭縣","10002050","礁溪鄉","10002050-011","林美村",477,1426,752,674
"10002","宜蘭縣","10002050","礁溪鄉","10002050-008","時潮村",620,1684,913,771
"10002","宜蘭縣","10002050","礁溪鄉","10002050-017","匏崙村",394,1145,627,518
"10002","宜蘭縣","10002050","礁溪鄉","10002050-003","德陽村",1858,4516,2225,2291
"10002","宜蘭縣","10002050","礁溪鄉","10002050-016","龍潭村",1198,3815,1960,1855
"10002","宜蘭縣","10002020","羅東鎮","10002020-004","大新里",764,1877,919,958
"10002","宜蘭縣","10002020","羅東鎮","10002020-029","中山里",655,1629,802,827
"10002","宜蘭縣","10002020","羅東鎮","10002020-030","仁和里",522,1298,623,675
"10002","宜蘭縣","10002020","羅東鎮","10002020-024","仁愛里",1342,4346,2089,2257
"10002","宜蘭縣","10002020","羅東鎮","10002020-011","仁德里",576,1446,737,709
"10002","宜蘭縣","10002020","羅東鎮","10002020-020","公正里",1261,3680,1787,1893
"10002","宜蘭縣","10002020","羅東鎮","10002020-018","北成里",1181,3567,1709,1858
"10002","宜蘭縣","10002020","羅東鎮","10002020-010","成功里",629,1815,864,951
"10002","宜蘭縣","10002020","羅東鎮","10002020-023","竹林里",1202,3780,1837,1943
"10002","宜蘭縣","10002020","羅東鎮","10002020-017","西安里",1151,3334,1588,1746
"10002","宜蘭縣","10002020","羅東鎮","10002020-005","東安里",1551,4368,2022,2346
"10002","宜蘭縣","10002020","羅東鎮","10002020-022","信義里",1388,3831,1826,2005
"10002","宜蘭縣","10002020","羅東鎮","10002020-008","南昌里",1070,2793,1353,1440
"10002","宜蘭縣","10002020","羅東鎮","10002020-009","南豪里",553,1580,741,839
"10002","宜蘭縣","10002020","羅東鎮","10002020-026","國華里",1900,5581,2561,3020
"10002","宜蘭縣","10002020","羅東鎮","10002020-028","開明里",670,1700,843,857
"10002","宜蘭縣","10002020","羅東鎮","10002020-021","集祥里",675,1460,711,749
"10002","宜蘭縣","10002020","羅東鎮","10002020-006","新群里",1063,3213,1605,1608
"10002","宜蘭縣","10002020","羅東鎮","10002020-016","漢民里",1701,4771,2282,2489
"10002","宜蘭縣","10002020","羅東鎮","10002020-027","維揚里",1315,3872,1836,2036
"10002","宜蘭縣","10002020","羅東鎮","10002020-019","賢文里",1688,4661,2189,2472
"10002","宜蘭縣","10002020","羅東鎮","10002020-025","樹林里",1448,4330,2035,2295
"10002","宜蘭縣","10002020","羅東鎮","10002020-007","羅莊里",1304,3420,1591,1829
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-015","永光里",213,544,271,273
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-016","永春里",318,741,390,351
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-003","永榮里",1356,4325,2207,2118
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-017","永樂里",196,578,282,296
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-004","存仁里",367,1146,603,543
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-006","岳明里",0,0,0,0
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-024","東澳里",139,416,215,201
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-014","長安里",251,652,340,312
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-019","南正里",398,1174,592,582
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-018","南安里",407,1168,612,556
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-020","南成里",440,1375,704,671
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-023","南建里",467,1524,787,737
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-025","南強里",365,886,470,416
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-022","南寧里",421,1310,670,640
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-021","南興里",602,1776,891,885
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-002","頂寮里",308,1086,558,528
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-026","朝陽里",306,722,398,324
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-005","港邊里",543,1612,855,757
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-008","新城里",512,1530,768,762
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-009","聖湖里",877,2835,1436,1399
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-027","聖愛里",1121,3307,1645,1662
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-007","隘丁里",1031,3290,1681,1609
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-001","龍德里",1260,3902,2019,1883
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-011","蘇北里",467,1287,643,644
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-010","蘇西里",1044,2992,1499,1493
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-013","蘇東里",239,630,311,319
"10002","宜蘭縣","10002030","蘇澳鎮","10002030-012","蘇南里",213,574,277,297
"10015","花蓮縣","10015030","玉里鎮","10015030-014","三民里",418,1083,608,475
"10015","花蓮縣","10015030","玉里鎮","10015030-015","大禹里",475,1296,711,585
"10015","花蓮縣","10015030","玉里鎮","10015030-001","中城里",2202,6404,3227,3177
"10015","花蓮縣","10015030","玉里鎮","10015030-003","永昌里",545,1584,851,733
"10015","花蓮縣","10015030","玉里鎮","10015030-009","東豐里",231,658,381,277
"10015","花蓮縣","10015030","玉里鎮","10015030-011","松浦里",616,1918,1097,821
"10015","花蓮縣","10015030","玉里鎮","10015030-007","長良里",300,815,469,346
"10015","花蓮縣","10015030","玉里鎮","10015030-012","春日里",383,1039,573,466
"10015","花蓮縣","10015030","玉里鎮","10015030-004","泰昌里",496,1870,1066,804
"10015","花蓮縣","10015030","玉里鎮","10015030-005","國武里",521,1521,751,770
"10015","花蓮縣","10015030","玉里鎮","10015030-002","啟模里",807,2065,1061,1004
"10015","花蓮縣","10015030","玉里鎮","10015030-006","源城里",510,1548,852,696
"10015","花蓮縣","10015030","玉里鎮","10015030-013","德武里",286,879,493,386
"10015","花蓮縣","10015030","玉里鎮","10015030-008","樂合里",470,1205,699,506
"10015","花蓮縣","10015030","玉里鎮","10015030-010","觀音里",679,1810,984,826
"10015","花蓮縣","10015070","光復鄉","10015070-003","大平村",425,1119,592,527
"10015","花蓮縣","10015070","光復鄉","10015070-007","大全村",340,924,504,420
"10015","花蓮縣","10015070","光復鄉","10015070-005","大同村",492,1310,688,622
"10015","花蓮縣","10015070","光復鄉","10015070-001","大安村",400,1021,515,506
"10015","花蓮縣","10015070","光復鄉","10015070-004","大馬村",470,1202,623,579
"10015","花蓮縣","10015070","光復鄉","10015070-009","大富村",163,396,205,191
"10015","花蓮縣","10015070","光復鄉","10015070-002","大華村",598,1521,792,729
"10015","花蓮縣","10015070","光復鄉","10015070-006","大進村",211,535,286,249
"10015","花蓮縣","10015070","光復鄉","10015070-008","大興村",216,558,315,243
"10015","花蓮縣","10015070","光復鄉","10015070-010","大豐村",203,550,315,235
"10015","花蓮縣","10015070","光復鄉","10015070-014","北富村",364,1043,561,482
"10015","花蓮縣","10015070","光復鄉","10015070-012","西富村",409,1140,603,537
"10015","花蓮縣","10015070","光復鄉","10015070-011","東富村",400,1160,636,524
"10015","花蓮縣","10015070","光復鄉","10015070-013","南富村",335,980,518,462
"10015","花蓮縣","10015050","吉安鄉","10015050-009","干城村",645,1431,815,616
"10015","花蓮縣","10015050","吉安鄉","10015050-016","仁安村",948,2492,1297,1195
"10015","花蓮縣","10015050","吉安鄉","10015050-014","仁里村",2621,6910,3388,3522
"10015","花蓮縣","10015050","吉安鄉","10015050-017","仁和村",1829,4929,2599,2330
"10015","花蓮縣","10015050","吉安鄉","10015050-003","太昌村",1535,4190,2210,1980
"10015","花蓮縣","10015050","吉安鄉","10015050-001","北昌村",3249,8726,4184,4542
"10015","花蓮縣","10015050","吉安鄉","10015050-004","永安村",1832,4763,2383,2380
"10015","花蓮縣","10015050","吉安鄉","10015050-010","永興村",1206,3373,1734,1639
"10015","花蓮縣","10015050","吉安鄉","10015050-018","光華村",812,2008,1058,950
"10015","花蓮縣","10015050","吉安鄉","10015050-006","吉安村",2291,5849,3043,2806
"10015","花蓮縣","10015050","吉安鄉","10015050-013","宜昌村",1698,4788,2397,2391
"10015","花蓮縣","10015050","吉安鄉","10015050-015","東昌村",2300,6054,3123,2931
"10015","花蓮縣","10015050","吉安鄉","10015050-012","南昌村",1691,4838,2353,2485
"10015","花蓮縣","10015050","吉安鄉","10015050-008","南華村",621,1761,950,811
"10015","花蓮縣","10015050","吉安鄉","10015050-002","勝安村",2094,5467,2714,2753
"10015","花蓮縣","10015050","吉安鄉","10015050-007","福興村",1148,3260,1703,1557
"10015","花蓮縣","10015050","吉安鄉","10015050-005","慶豐村",2848,7608,3898,3710
"10015","花蓮縣","10015050","吉安鄉","10015050-011","稻香村",1269,3710,1897,1813
"10015","花蓮縣","10015110","秀林鄉","10015110-006","文蘭村",381,1366,707,659
"10015","花蓮縣","10015110","秀林鄉","10015110-004","水源村",421,1438,761,677
"10015","花蓮縣","10015110","秀林鄉","10015110-003","秀林村",681,2159,1067,1092
"10015","花蓮縣","10015110","秀林鄉","10015110-008","佳民村",357,1164,591,573
"10015","花蓮縣","10015110","秀林鄉","10015110-009","和平村",538,1651,875,776
"10015","花蓮縣","10015110","秀林鄉","10015110-001","崇德村",542,1743,906,837
"10015","花蓮縣","10015110","秀林鄉","10015110-002","富世村",675,2139,1116,1023
"10015","花蓮縣","10015110","秀林鄉","10015110-007","景美村",709,2176,1127,1049
"10015","花蓮縣","10015110","秀林鄉","10015110-005","銅門村",412,1431,760,671
"10015","花蓮縣","10015130","卓溪鄉","10015130-003","太平村",223,882,465,417
"10015","花蓮縣","10015130","卓溪鄉","10015130-006","古風村",322,1136,633,503
"10015","花蓮縣","10015130","卓溪鄉","10015130-002","立山村",372,1252,690,562
"10015","花蓮縣","10015130","卓溪鄉","10015130-005","卓清村",328,1309,718,591
"10015","花蓮縣","10015130","卓溪鄉","10015130-004","卓溪村",240,838,469,369
"10015","花蓮縣","10015130","卓溪鄉","10015130-001","崙山村",178,704,400,304
"10015","花蓮縣","10015010","花蓮市","10015010-029","主力里",1290,3402,1618,1784
"10015","花蓮縣","10015010","花蓮市","10015010-013","主工里",288,824,388,436
"10015","花蓮縣","10015010","花蓮市","10015010-042","主安里",1121,3171,1506,1665
"10015","花蓮縣","10015010","花蓮市","10015010-006","主和里",1406,3868,1905,1963
"10015","花蓮縣","10015010","花蓮市","10015010-004","主信里",323,810,384,426
"10015","花蓮縣","10015010","花蓮市","10015010-036","主計里",413,1074,534,540
"10015","花蓮縣","10015010","花蓮市","10015010-020","主商里",318,890,431,459
"10015","花蓮縣","10015010","花蓮市","10015010-028","主勤里",461,1278,620,658
"10015","花蓮縣","10015010","花蓮市","10015010-005","主睦里",289,743,346,397
"10015","花蓮縣","10015010","花蓮市","10015010-012","主義里",215,565,299,266
"10015","花蓮縣","10015010","花蓮市","10015010-014","主農里",1572,4581,2220,2361
"10015","花蓮縣","10015010","花蓮市","10015010-021","主學里",871,2449,1154,1295
"10015","花蓮縣","10015010","花蓮市","10015010-037","主權里",2447,6702,3209,3493
"10015","花蓮縣","10015010","花蓮市","10015010-025","民心里",413,1077,584,493
"10015","花蓮縣","10015010","花蓮市","10015010-027","民主里",286,707,346,361
"10015","花蓮縣","10015010","花蓮市","10015010-019","民生里",656,1614,754,860
"10015","花蓮縣","10015010","花蓮市","10015010-001","民立里",742,1823,892,931
"10015","花蓮縣","10015010","花蓮市","10015010-034","民有里",271,802,404,398
"10015","花蓮縣","10015010","花蓮市","10015010-045","民孝里",1651,4145,2082,2063
"10015","花蓮縣","10015010","花蓮市","10015010-033","民享里",1400,3379,1660,1719
"10015","花蓮縣","10015010","花蓮市","10015010-011","民治里",37,75,42,33
"10015","花蓮縣","10015010","花蓮市","10015010-017","民政里",1692,4380,2058,2322
"10015","花蓮縣","10015010","花蓮市","10015010-003","民族里",256,671,331,340
"10015","花蓮縣","10015010","花蓮市","10015010-018","民勤里",1678,4413,2041,2372
